path,score,R1,R2,R3,R4,R5,R6,R7
images/female/caucasian/noah-buscher-AUM5vcnuYd4-unsplash.jpg,9.11,0.10912406240037598,0.18868632405356256,0.0334201304764854,0.1255524120084237,0.06435551936623285,0.17937756166951213,0.30743030311411057
images/female/caucasian/11.jpg,8.49,0.08663259470503326,0.016389817998121003,0.0350376344871457,0.7779926713600365,0.21978479989430322,0.15370662711073813,0.41786735968978306
images/female/hispanic/joanna-nix-walkup-u7_TR3LGqhU-unsplash.jpg,8.88,0.10545739162002832,0.16423871164152937,0.21458098268292258,0.37842317315798946,0.09183668417260615,0.12268106909582888,0.19019035368417403
images/female/caucasian/human-3183056_1920.jpg,8.81,0.12351464442017179,0.01026985502219735,0.1377455587348131,0.44774656743129326,0.09403749247283222,0.35919664044383537,0.17079598056974965
images/male/hispanic/132.jpg,9.03,0.0027164987076138125,0.03726950030129972,0.08170114405028639,0.5827358346868745,0.07586519738474173,0.2909083023141208,0.024517313922299833
images/female/caucasian/adult-1867889_1920.jpg,8.49,0.2184778269518297,0.20316466809005806,0.03561171919455686,0.10841242373736537,0.4672410776124989,0.4261486482014818,0.24802556654118857
images/male/hispanic/man-2087436_1920.jpg,9.03,0.05078000699845653,0.05814259244219944,0.05590713617325882,0.3079015791231432,0.01975934420768244,0.25161870084942217,0.3544436361511847
images/female/indian/woman-761642_1920.jpg,8.91,0.02958111997517987,0.4446623122075104,0.08576024197235754,0.016905513929604377,0.2422651578929842,0.11751458997784292,0.2979296728793708
images/female/asian/girl-5846478_1920.jpg,7.49,0.4016752215078059,0.5461050730061681,0.0473559452181922,1.0424317746226615,0.17926239663834176,0.3636633097813715,0.2673646390171749
images/male/hispanic/creative-christians-6EwRNsuhFo4-unsplash.jpg,8.16,0.15102027476755575,0.36728451331541856,0.08743933306875151,0.9017919940355672,0.2898604519634005,0.11300512954071285,0.17076553153097174
images/female/asian/alex-sorto-kNstJF4l5cA-unsplash.jpg,9.16,0.04360859493709479,0.1775825802704194,0.07847446369017463,0.020536666761518774,0.055717679651582364,0.2496002043421799,0.32231956583760235
